activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brics_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,district_id
37,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,DROUGHT,Donkey carts,30 donkey carts,30,18000,4,f,f,f,t,f,f,f,f,2001
37,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Donkey cart distribution for transport of agricultural production ,1,15,5250,4,f,f,f,f,f,f,t,f,2001
37,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Donkey cart distribution for transport of agricultural production,1,20,7000,4,f,f,f,f,f,f,f,t,2001
38,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Training on improved farming techniques using compost and neem,1,105,7350,4,f,f,t,f,f,f,f,f,2001
38,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,50,3500,4,f,f,t,f,f,f,f,f,2001
38,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,45,3350,4,f,f,f,f,f,f,f,t,2001
38,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Training on improved farming techniques using compost and neem,2,50,3500,4,f,f,t,f,f,f,f,f,2001
38,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Training on improved farming techniques using compost and neem,1,75,5950,4,f,f,f,f,t,f,f,f,2001
38,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,110,7700,4,f,f,t,f,f,f,f,f,2001
38,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,40,3500,4,f,f,f,f,f,f,f,t,2001
38,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Training on improved farming techniques using compost and neem,2,91,6370,4,f,f,f,f,f,f,f,t,2001
38,HIRAAN,BELET WEYNE,BIYO QURUN,SCI,DROUGHT,Training on improved farming techniques using compost and neem,3,88,6160,4,f,f,f,f,f,f,f,t,2001
38,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Rangeland management including reseeding,3,90,8000,4,f,f,t,f,f,t,f,f,2001
38,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Rangeland management including reseeding,3,125,8000,4,f,f,t,f,f,t,f,f,2001
38,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Rangeland management including reseeding,3,45,8000,4,f,f,t,f,f,t,f,f,2001
38,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Rangeland management including reseeding,3,250,8000,4,f,f,t,f,f,t,f,f,2001
40,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Formation and training VSLs,2,10,3000,4,f,f,f,f,f,t,f,f,2001
40,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Formation and training VSLs,1,10,3000,4,f,f,t,f,f,f,f,f,2001
40,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Formation and training VSLs,2,10,1500,4,f,f,f,f,f,t,f,f,2001
40,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Formation and training VSLs,1,40,3000,4,f,f,f,f,f,t,f,f,2001
40,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Formation and training VSLs,2,40,3000,4,f,f,f,f,f,t,f,f,2001
40,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Formation and training VSLs,2,40,3000,4,f,f,f,f,f,t,f,f,2001
41,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Training workshops for 20 members of WASH committees on water management,1,125,200,2,f,f,t,f,f,f,f,f,2001
41,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Training of WES committees,1,10,1000,2,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,QARSONE,SCI,FLOOD,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BELETWEYNE TOWN,SCI,FLOOD,Training DRR committee,1,45,2000,1,f,f,t,f,f,t,t,f,2001
42,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Training DRR committee,1,45,500,1,f,t,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BACADBUKE,SCI,FLOOD,Training DRR committee,1,45,500,1,f,f,f,f,f,t,t,f,2001
42,HIRAAN,BELET WEYNE,BACAD,SCI,FLOOD,Training DRR committee,1,75,500,1,f,t,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Training DRR committee,1,40,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BIYO QURUN,SCI,DROUGHT,Training DRR committee,1,45,500,1,f,f,t,f,f,f,f,f,2001
42,HIRAAN,BELET WEYNE,BACAD,SCI,FLOOD,Formation and training of Community Committees,1,20,1500,1,f,t,t,f,f,f,f,f,2001
43,HIRAAN,BELET WEYNE,BELETWEYNE TOWN,SCI,FLOOD,Community early warning system,1,858,6000,1,f,f,t,f,f,f,f,f,2001
43,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Community early warning system,3,45,6000,1,f,f,t,f,f,f,f,f,2001
43,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Community early warning system,3,40,6000,1,f,f,f,t,f,f,f,f,2001
43,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Community early warning system,3,121,6000,1,f,f,t,f,f,f,f,f,2001
44,HIRAAN,BELET WEYNE,SHINILE ,CESVI,DROUGHT,Establishment of income generating groups,30 Women and Men,30,6000,4,f,f,f,f,f,f,t,f,2001
44,HIRAAN,BELET WEYNE,QOYDO,CESVI,DROUGHT,Establishment of income generating groups,40 Women and Men,40,6000,4,f,f,f,f,f,f,t,f,2001
44,HIRAAN,BELET WEYNE,GARASH,CESVI,DROUGHT,Establishment of income generating groups,40 Women,40,6000,4,f,f,f,f,f,f,t,f,2001
44,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,DROUGHT,Establishment of income generating groups,40 Women,40,6000,4,f,f,f,f,f,f,t,f,2001
44,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,DROUGHT,Establishment of income generating groups,40 Women and Men,40,6000,4,f,f,f,f,f,f,t,f,2001
46,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Climate change hearing,1,121,3000,1,f,f,f,t,f,f,f,f,2001
46,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Promotion of alternative energy,1,105,3000,1,f,f,f,t,t,t,t,t,2001
46,HIRAAN,BELET WEYNE,BELETWEYNE TOWN,SCI,FLOOD,Climate change hearing,1,858,3000,1,f,f,f,t,f,f,f,f,2001
46,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Climate change hearing,1,45,3000,1,f,f,f,t,f,f,f,f,2001
46,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Climate change hearing,1,40,3000,1,f,f,f,t,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,DROUGHT,Restocking,300 goats,30,12000,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,QOYDO,CESVI,DROUGHT,Restocking,500 goats,50,20000,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,GARASH,CESVI,DROUGHT,Restocking,300 goats,30,12000,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,DROUGHT,Restocking,500 goats,50,20000,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,QARSONE,SCI,FLOOD,Provision of female productive goats ,1,25,15875,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Provision of female productive goats ,1,40,25400,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Provision of female productive goats ,1,30,19050,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Provision of female productive goats ,1,30,19500,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Provision of female productive goats ,1,20,12700,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Provision of female productive goats ,1,10,6350,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Provision of female productive goats ,1,90,57150,4,f,f,f,f,f,f,f,t,2001
54,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,t,f,f,f,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,HARCADEY,SCI,DROUGHT,Provision of female productive goats ,1,40,25400,4,t,f,f,f,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Provision of female productive goats ,1,70,44450,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Provision of female productive goats ,1,45,28575,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Provision of female productive goats ,1,75,47625,4,f,f,f,t,f,f,f,f,2001
54,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Provision of female productive goats ,1,91,57785,4,f,f,f,f,f,f,t,f,2001
54,HIRAAN,BELET WEYNE,BIYO QURUN,SCI,DROUGHT,Provision of female procudtive goats ,1,88,54340,4,f,f,f,t,f,f,f,f,2001
56,HIRAAN,BELET WEYNE,GARASH,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,80,1500,1,f,t,f,f,f,t,t,t,2001
56,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,40,1500,1,f,t,f,f,f,t,t,t,2001
56,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,CONFLICT,Workshop on peace building activities,4 seesions,280,2000,1,f,t,f,f,f,t,t,t,2001
56,HIRAAN,BELET WEYNE,BIYO QURUN,SCI,DROUGHT,Peace building activities- Peace building training_ community peace committees,2,88,2000,1,f,f,t,t,t,t,t,t,2001
57,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Construction of shoat dip,1,250,4000,4,f,f,f,t,t,t,f,f,2001
37,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Donkey cart provision,10,10,4000,4,f,f,f,t,f,f,f,f,2603
37,GEDO,BELET XAAWO,HAROODI,CWW,DROUGHT,Donkey cart provision,10,10,4000,4,f,f,f,t,f,f,f,f,2603
37,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Donkey cart provision,10,10,4000,4,f,f,f,t,f,f,f,f,2603
37,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Donkey cart provision,20,20,8000,4,f,f,f,t,f,f,f,f,2603
38,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Farmer Field Schools,2,50,8000,4,f,f,t,f,f,f,t,t,2603
38,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Farmer Field Schools,2,50,8000,4,f,f,t,f,f,f,t,t,2603
40,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Self Help Groups,3,30,13500,4,f,f,f,f,f,t,t,f,2603
41,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Train WES committees,1,5,620,2,f,t,f,t,f,f,t,f,2603
41,GEDO,BELET XAAWO,HAROODI,CWW,DROUGHT,Train WES committees,3,5,1860,2,f,t,f,t,f,f,t,f,2603
41,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Train WES committees,1,5,620,2,f,t,f,t,f,f,t,f,2603
41,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Train WES committees,1,5,620,2,f,t,f,t,f,f,t,f,2603
42,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Disaster Management Committees establish and train,1,12,1192,1,f,t,t,f,t,f,t,f,2603
42,GEDO,BELET XAAWO,HAROODI,CWW,DROUGHT,Disaster Management Committees establish and train,1,12,1192,1,f,t,t,f,t,f,t,f,2603
42,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Disaster Management Committees establish and train,1,12,1192,1,f,t,t,f,t,f,t,f,2603
42,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Disaster Management Committees establish and train,1,12,1192,1,f,t,t,f,t,f,t,f,2603
56,GEDO,BELET XAAWO,MALKARIYEY,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2603
56,GEDO,BELET XAAWO,HAROODI,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2603
56,GEDO,BELET XAAWO,GAWIIDO,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2603
56,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,20,18000,1,f,f,t,t,t,t,t,t,2603
63,GEDO,BELET XAAWO,GAWIIDO,CWW,DISEASE,Water trucking (beneficiaries come from surrounding satellite villages also),275,400,55000,2,t,t,f,f,f,f,f,f,2603
63,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DISEASE,Water trucking (beneficiaries come from surrounding satellite villages also),275,490,55000,2,t,t,f,f,f,f,f,f,2603
41,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,DROUGHT,Train WES committees,1,5,620,2,f,t,f,t,f,f,t,f,2604
41,GEDO,CEEL WAAQ,DHAMASA,CWW,DROUGHT,Train WES committees,3,5,1860,2,f,t,f,t,f,f,t,f,2604
42,GEDO,CEEL WAAQ,DHAMASA,CWW,DROUGHT,Disaster Management Committees establish and train,1,12,1192,1,f,t,t,f,t,f,t,f,2604
43,GEDO,CEEL WAAQ,DHAMASA,CWW,DROUGHT,Establish Early Warning System that leads to early action,1,1200,653,1,f,t,f,t,f,t,t,f,2604
56,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2604
56,GEDO,CEEL WAAQ,DHAMASA,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2604
62,GEDO,CEEL WAAQ,DHAMASA,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
62,GEDO,CEEL WAAQ,TUULO GARAS,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2604
42,BANADIR,HAMARWEINE,HORSEED,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,f,t,f,f,f,f,f,f,2201
43,BANADIR,HAMARWEINE,HILAAC,NRC,HAZARDS,Training the CBDMCs on DRR/EWS,3,10,1500,1,f,t,t,f,f,f,t,f,2201
43,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Disaster Risk Reduction and Early Warning System Committees,12,250,4508,1,f,f,f,f,t,t,t,t,2208
45,BANADIR,HAMARWEINE,HORSEED,NRC,FLOOD,Support communities with fishing  gears,30,30,60000,4,f,f,t,t,f,f,t,t,2201
45,BANADIR,HAMARWEINE,HILAAC,NRC,FLOOD,Support communities with fishing  gears,30,30,60000,4,f,f,t,t,f,f,t,t,2201
46,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Community Sensitization; planning and training,6,250,12177,1,f,f,f,t,t,t,t,t,2208
